0    9099
1    7512
2    5224
3    3189
4    1940
5    2243
6    3490
7    5515
8    7336
9    8381
10    8799
11    9033
12    9267
13    9475
14    9679
15    9859
16    9965
17    9994
18    10000
19    10000
20    10000
21    10000
22    10000
23    10000
24    10000
25    10000
26    10000
27    10000
28    10000
29    10000
30    10000
31    10000
32    10000
33    10000
34    10000
35    10000
36    10000
37    10000
38    10000
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
0    9099
1    7512
2    5224
3    3189
4    1940
5    2243
6    3490
7    5515
8    7336
9    8381
10    8799
11    9033
12    9267
13    9475
14    9679
15    9859
16    9965
17    9994
18    10000
19    10000
20    10000
21    10000
22    10000
23    10000
24    10000
25    10000
26    10000
27    10000
28    10000
29    10000
30    10000
31    10000
32    10000
33    10000
34    10000
35    10000
36    10000
37    10000
38    10000
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
0    9099
1    8778
2    8207
3    8344
4    8237
5    8376
6    8717
7    8798
8    8925
9    9077
10    9198
11    9304
12    9411
13    9485
14    9555
15    9604
16    9656
17    9694
18    9731
19    9762
20    9791
21    9810
22    9830
23    9842
24    9850
25    9855
26    9860
27    9868
28    9868
29    9873
30    9876
31    9884
32    9886
33    9891
34    9890
35    9894
36    9895
37    9905
38    9909
39    9920
40    9925
41    9936
42    9940
43    9949
44    9953
45    9960
46    9962
47    9968
48    9971
49    9979
0    9099
1    8768
2    8240
3    8443
4    8373
5    8465
6    8767
7    8831
8    8971
9    9120
10    9248
11    9361
12    9452
13    9531
14    9606
15    9667
16    9711
17    9748
18    9778
19    9816
20    9846
21    9879
22    9890
23    9904
24    9906
25    9913
26    9910
27    9914
28    9916
29    9923
30    9927
31    9934
32    9937
33    9942
34    9945
35    9949
36    9950
37    9952
38    9953
39    9956
40    9959
41    9964
42    9967
43    9970
44    9972
45    9973
46    9974
47    9974
48    9974
49    9974
0    9099
1    8825
2    8338
3    8573
4    8481
5    8579
6    8865
7    8926
8    9037
9    9173
10    9301
11    9428
12    9561
13    9640
14    9702
15    9739
16    9778
17    9813
18    9845
19    9869
20    9895
21    9914
22    9930
23    9942
24    9953
25    9960
26    9968
27    9973
28    9978
29    9980
30    9982
31    9984
32    9985
33    9985
34    9985
35    9985
36    9985
37    9985
38    9985
39    9985
40    9986
41    9986
42    9987
43    9986
44    9987
45    9987
46    9989
47    9990
48    9992
49    9994
0    9099
1    8793
2    8272
3    8476
4    8380
5    8486
6    8798
7    8886
8    9029
9    9192
10    9337
11    9465
12    9560
13    9616
14    9662
15    9704
16    9752
17    9787
18    9820
19    9839
20    9858
21    9867
22    9875
23    9884
24    9891
25    9900
26    9907
27    9916
28    9920
29    9923
30    9926
31    9930
32    9938
33    9945
34    9952
35    9955
36    9961
37    9965
38    9970
39    9972
40    9975
41    9978
42    9980
43    9982
44    9983
45    9987
46    9989
47    9992
48    9994
49    9995
0    9099
1    8775
2    8254
3    8443
4    8355
5    8411
6    8682
7    8744
8    8903
9    9094
10    9228
11    9352
12    9447
13    9514
14    9580
15    9629
16    9697
17    9732
18    9765
19    9783
20    9813
21    9848
22    9870
23    9885
24    9889
25    9895
26    9901
27    9903
28    9911
29    9918
30    9929
31    9933
32    9934
33    9937
34    9947
35    9957
36    9966
37    9972
38    9978
39    9981
40    9984
41    9985
42    9988
43    9988
44    9990
45    9989
46    9991
47    9992
48    9995
49    9996
0    9099
1    8775
2    8254
3    7542
4    7538
5    7195
6    7035
7    7116
8    7439
9    7627
10    7863
11    8107
12    8343
13    8528
14    8729
15    8892
16    9029
17    9153
18    9257
19    9363
20    9475
21    9557
22    9617
23    9666
24    9706
25    9744
26    9785
27    9822
28    9847
29    9871
30    9885
31    9895
32    9908
33    9922
34    9935
35    9946
36    9959
37    9967
38    9975
39    9983
40    9985
41    9987
42    9987
43    9988
44    9990
45    9991
46    9993
47    9994
48    9995
49    9996
0    9099
1    8793
2    8272
3    7575
4    7587
5    7238
6    7089
7    7108
8    7355
9    7493
10    7676
11    7934
12    8221
13    8426
14    8631
15    8814
16    8961
17    9081
18    9220
19    9329
20    9441
21    9560
22    9639
23    9713
24    9771
25    9809
26    9841
27    9869
28    9885
29    9898
30    9909
31    9919
32    9926
33    9934
34    9945
35    9951
36    9960
37    9969
38    9975
39    9981
40    9985
41    9988
42    9991
43    9994
44    9996
45    9998
46    9999
47    10000
48    10000
49    10000
0    9099
1    8778
2    8207
3    7443
4    7448
5    7124
6    7046
7    7182
8    7511
9    7677
10    7919
11    8162
12    8371
13    8561
14    8690
15    8838
16    8980
17    9086
18    9190
19    9275
20    9350
21    9411
22    9488
23    9563
24    9655
25    9738
26    9806
27    9861
28    9893
29    9924
30    9944
31    9960
32    9972
33    9977
34    9983
35    9987
36    9992
37    9995
38    9998
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
0    9099
1    8825
2    8338
3    7672
4    7714
5    7340
6    7174
7    7178
8    7445
9    7624
10    7866
11    8185
12    8475
13    8674
14    8838
15    8965
16    9073
17    9169
18    9256
19    9326
20    9384
21    9429
22    9479
23    9527
24    9575
25    9644
26    9700
27    9760
28    9806
29    9827
30    9847
31    9854
32    9867
33    9881
34    9893
35    9906
36    9923
37    9941
38    9956
39    9966
40    9970
41    9973
42    9975
43    9980
44    9984
45    9987
46    9991
47    9994
48    9998
49    9999
0    9099
1    8768
2    8240
3    7542
4    7539
5    7242
6    7090
7    7139
8    7412
9    7513
10    7708
11    7949
12    8243
13    8476
14    8692
15    8876
16    9020
17    9139
18    9265
19    9359
20    9439
21    9515
22    9576
23    9637
24    9692
25    9747
26    9791
27    9820
28    9843
29    9863
30    9890
31    9917
32    9942
33    9957
34    9960
35    9965
36    9970
37    9975
38    9980
39    9985
40    9990
41    9994
42    9997
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
0    9099
1    8768
2    8240
3    7542
4    6638
5    6524
6    6098
7    5922
8    5981
9    6339
10    6872
11    7250
12    7622
13    7955
14    8233
15    8470
16    8635
17    8769
18    8920
19    9070
20    9223
21    9383
22    9535
23    9658
24    9757
25    9837
26    9884
27    9930
28    9962
29    9981
30    9993
31    10000
32    10000
33    10000
34    10000
35    10000
36    10000
37    10000
38    10000
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
0    9099
1    8775
